Teaser Text,Tag Value,Teaser Normalizado
"José Luis Cuerda, sin subterfugios. La guionista @virginiayr, discípula y amiga de José Luis Cuerda, recuerda al maestro:

https://t.co/IrfgEsYbOC",No,"josé luis cuerda , subterfugio . guionista @virginiayr , discípulir amiga josé luis cuerda , recordar maestro : 

 https://t.co/irfgesyboc"
"Andrés Arauz dice que se ingresarán recursos a la casación del caso sobornos para que Rafael Correa mantenga sus aspiraciones electorales
https://t.co/z9qwNnl7JB",No,"andrés arauz ingresar recurso casación caso soborno rafael correa mantener aspiración electoral 
 https://t.co/z9qwnnl7jb"
"La Policía Municipal descubre un bar abierto en La Cañada que escondía una plantación de marihuana
https://t.co/ue2BThNqsr",No,"policía municipal descubrir bar abierto cañada esconder plantación marihuán 
 https://t.co/ue2bthnqsr"
"Día 56 de aislamiento en Wuhan: cero contagios de coronavirus. Casi tres meses después, empiezan a volver a sus casas los más de 42.000 médicos que se desplazaron a Wuhan,  epicentro de la epidemia, para aliviar lo que en enero era un sistema sanitario colapsado

https://t.co/jG9rCCgUGy",No,"56 aislamiento wuhan : cero contagio coronavirus . mes , empezar volver casa 42000 médico desplazar wuhan ,   epicentro epidemia , aliviar enero sistema sanitario colapsado 

 https://t.co/jg9rccgugy"
"Los resultados de la primera vuelta en Francia, en cuarentena. Macron va a dirigirse a la nación esta. Podría suspender la segunda vuelta de las municipales, lo que anularía la primera, celebrada ayer con récord de abstención. 

https://t.co/SfT8W4oGYh",No,"resultado vuelta francia , cuarentena . macron dirigir él nación . suspender vuelta municipal , anular , celebrado ayer récord abstención . 

 https://t.co/sft8w4ogyh"
Barcelona goleó al Aucas y sigue en la lucha por ganar la primera etapa. #LigaPro | Barcelona se recupera en el campeonato y propicia una goleada al Aucas en el Monumental »,No,barcelona golear aucas lucha ganar etapa . # ligapro | barcelona recuperar campeonato propiciar goleada aucas monumental »
"El VAR decide jibarizar el fútbol. #OPINIÓN | ""El VAR ha transformado el fútbol en un juego donde prevalecen el milímetro, el miligramo y el frame televisivo. Al jugador se le convierte en un muñeco de futbolín, sin brazos, rígido y atado"". Por Santiago Segurola",No,"var decidir jibarizar fútbol . # opinión | "" var transformar fútbol juego prevalecer milímetro , miligramo frame televisivo . jugador convertir muñeco futbolín , brazo , rígido atado "" . santiago segurola"
"Investigadores, negacionistas, antivacunas y vendedores de humo... El quién es quién del coronavirus. Durante estos meses de pandemia se ha disparado el número de grupos “anticiencia” y han aflorado negacionistas del SARS-CoV2, conspiranoicos, antivacunas y vendedores de tratamientos ineficaces y peligrosos. Les ponemos cara",Clickbait,"investigador , negacionista , antivacuna vendedor humo ... coronavirus . mes pandemia disparar número grupo “ anticiencia ” aflorar negacionista sars-cov2 , conspiranoico , antivacuna vendedor tratamiento ineficaz peligroso . poner cara"
"Armstrong cuenta su verdad: del maltrato de su padrastro a la ""fe ciega"" en el doctor Ferrari",No,"armstrong : maltrato padrastro "" fe ciego "" doctor ferrari"
No hay dinero ni para crispar,No,dinero crispar
"Récord de Klay Thompson en la NBA: 14 triples en 27 minutos, la fantásticoa marca del jugador de Golden State Warriors",No,"récord klay thompson nba : 14 triple 27 minuto , fantásticoa marca jugador golden state warriors"
"Lisa Campbell, primera mujer al frente de la Agencia Espacial  Canadiense. .@lisacampbellvac, la politóloga, abogada y funcionaria pública tomará el mando de la @csa_asc, fundada en 1989. Por @porrasferreyra",No,"lisa campbell , mujer frente agencia espacial   canadiense . .@lisacampbellvac , politóloga , abogado funcionaria público tomar mando @csa_asc , fundado 1989 . @porrasferreyra"
La Marina mexicana intercepta casi tres toneladas de cocaína en el Caribe. La @SEMAR_mx ha difundido un video en el que se aprecia un operativo para detener a una embarcación con 2.960 kilogramos de cocaína en el Caribe mexicano. Tres personas han sido detenidas,No,marina mexicano intercepto tonelada cocaína caribe . @semar_mx difundir video apreciar operativo detener embarcación 2960 kilogramo cocaína caribe mexicano . persona detener
Este accesorio de pelo hace que llevar mascarilla a diario sea mucho más cómodo,Clickbait,accesorio pelo mascarilla diario cómodo
"""Un Chernóbil en cámara lenta en el fondo del mar"": la titánica tarea de reflotar submarinos soviéticos con material radioactivo del mar de Barents. Según un estudio, hay 18.000 objetos radiactivos en el océano Ártico, entre los que se encuentran 19 buques y 14 reactores.
https://t.co/hbVtCsgdp9",No,""" chernóbil cámara lento fondo mar "" : titánico tarea reflotar submarino soviético material radioactivo mar barents . estudio , 18000 objeto radiactivo océano ártico , encontrar 19 buque 14 reactor . 
 https://t.co/hbvtcsgdp9"
"Celaá plantea separar los espacios por edades en los colegios para ""perimetrar"" posibles brotes de  Covid-19",No,"celaá plantear separar espacio edad colegio "" perimetrar "" posible brote   covid-19"
"Ellas toman su sitio en el Museo del Prado. El @museodelprado recupera la obra de dos de las grandes pintoras del siglo XVI, Sofonisba Anguissola y Lavinia Fontana, que tuvieron el primer papel visibilizador de la mujer en el arte

https://t.co/plqA9Zo0aX",No,"tomar sitio museo prado . @museodelprado recuperar obra pintora siglo xvi , sofonisba anguissola lavinia fontana , tener papel visibilizador mujer arte 

 https://t.co/plqa9zo0ax"
"Los radicales mantienen la ola de sabotajes y llaman a una ""movilización nacional"" en el País Vasco y Navarra",No,"radical mantener ola sabotaje llamar "" movilización nacional "" país vasco navarra"
"Viaje en 360º a bordo del Al-Andalus, uno de los trenes más lujosos del mundo. En este vídeo inmersivo en alta resolución recorremos todos los encantos de una de las joyas ferroviarias de nuestro país: Al Andalus",No,"viaje 360º bordo al-andalus , tren lujoso mundo . vídeo inmersivo alto resolución recorrer encanto joya ferroviario país : andalus"
"Koundé ya sabe español. Monchi no dudó en pagar 25 millones al Girondins por Koundé, un futbolista entonces de 20 años con solo temporada y media en la Liga francesa. Y se ha convertido en uno de los mejores elementos del Sevilla, tercero en la tabla antes de recibir hoy al Barça",No,"koundé español . monchi dudar pagar 25 millón girondins koundé , futbolista 20 año temporada medio liga francés . convertir mejor elemento sevilla , tabla recibir barça"
Fernando Simón ignoró alertas de Alemania y Francia sobre la Covid-19 en una cumbre europea. Fernando Simón ignoró alertas de #Alemania y #Francia sobre la #Covid_19 en una cumbre europea. Hay países que advirtieron el 18 de febrero sobre la falta de material sanitario y la gravedad del contagio. Lo cuentan @miguelgcorral y @juanmalamet ,No,fernando simón ignorar alerta alemania francia covid-19 cumbre europeo . fernando simón ignorar alerta # alemania # francia # covid_19 cumbre europeo . país advertir 18 febrero falta material sanitario gravedad contagio . contar @miguelgcorral @juanmalamet
"La columna semanal de @vdelaserna. Reflexiones de un viernes festivo 
https://t.co/XgLCUM2908",No,"columna semanal @vdelaserna . reflexiones viernes festivo 
 https://t.co/xglcum2908"
El argentino Lionel Messi anunció su deseo de salir del Barcelona de España. #ATENCIÓN | Messi y un comunicado que pone en alerta al FC Barcelona »,No,argentino lionel messi anunciar deseo salir barcelona españa . # atención | messi comunicado poner alerta fc barcelona »
Cómo la versión mini del Capucines de Louis Vuitton se convirtió en el bolso de la temporada. La firma @LouisVuitton reedita su icónico Capucines en un tamaño más pequeño que ha ya conquistado a celebrities como Charlize Theron o Karlie Kloss,Clickbait,versión mini capucines louis vuitton convertir bolso temporada . firma @louisvuitton reeditar icónico capucines tamaño pequeño conquistar celebriti charlize theron karlie kloss
La presidenta del jurado arremete contra la Mostra por programar a Polanski y no irá a su gala,No,presidenta jurado arremete mostra programar polanski ir gala
Guardiola y Messi donan un millón de euros y Cristiano financia 35 plazas UCI. Leo Messi ha sido el último deportista en hacer un gesto para detener el avance del coronavirus. El futbolista ha decidido donar un millón de euros a invertir en material sanitario contra el Covid-19.,No,guardiola messi donar millón euros cristiano financiar 35 plaza uci . leo messi deportista gesto detener avance coronavirus . futbolista decidir donar millón euros invertir material sanitario covid-19 .
"Detienen por denuncia falsa al hombre que insultó a un agente en un vídeo que se hizo viral
https://t.co/HtKTuX0YDu",No,"detener denuncia falso hombre insultar agente vídeo viral 
 https://t.co/htktux0ydu"
"La televisión, los seguros, los pisos de la Villa... ¿Cuánto cuesta aplazar los Juegos Olímpicos de Tokio? La televisión, los seguros, los pisos de la Villa... ¿Por qué no se aplazan ya los Juegos Olímpicos de Tokio?

Por @javisanchez

https://t.co/RdpYSbgb6b",Clickbait,"televisión , seguro , piso villa ... ¿ costar aplazar juegos olímpicos tokio ? televisión , seguro , piso villa ... ¿ aplazar juegos olímpicos tokio ? 

 @javisanchez 

 https://t.co/rdpysbgb6b"
"Asador Borda: brasas con futuro. En Getxo, #AsadorBorda: brasas con futuro. Una crónica culinaria de Pepe Barrena cc @mikelzeberio",No,"asador borda : brasa futuro . getxo , # asadorborda : brasa futuro . crónica culinario pepe barrena cc @mikelzeberio"
"Cuatro detenidos por robar las casas de futbolistas del Atlético y el Real Madrid
https://t.co/vSCrlT5jvz",No,"detenido robar casa futbolista atlético real madrid 
 https://t.co/vscrlt5jvz"
La #Premier cancela el saludo de manos antes de los partidos para prevenir contagios de coronavirus,No,# premier cancelar saludo mano partido prevenir contagio coronavirus
"Dúbov aprende rápido y remonta. El ruso gana (2,5-1,5) a Nakamura la 2ª manga de la final y fuerza la 3ª, que se juega este miércoles. Informa @leontxogarcia",No,"dúbov aprender rápido remonta . ruso ganar ( 2.5-1.5 ) nakamura 2ª manga fuerza 3ª , jugar miércoles . informar @leontxogarcia"
"Alondra de la Parra: “Esta orquesta no pretende ser una orquesta: es una orquesta imposible” En medio del confinamiento, Alondra De la Parra se sumó al reto de elevar la calidad de los conciertos digitales con su 'Orquesta Imposible': 30 músicos en siete ciudades grabaron el 'Danzón, número 2'

Por @Camimi68
https://t.co/cL2XhwzPj9",No,"alondra parra : “ orquesta pretender orquesta : orquesta imposible ” confinamiento , alondra parra sumar reto elevar calidad concierto digital ' orquesta imposible ' : 30 músico ciudad grabar ' danzón , número 2 ' 

 @camimi68 
 https://t.co/cl2xhwzpj9"
"Adiós al restaurante chino de Plaza de España

El icónico local cierra sus puertas por las obras de remodelación de la plaza
https://t.co/WfuyXoebcx",No,"adiós restaurante chino plaza españa 

 icónico local cerrar puerta obra remodelación plaza 
 https://t.co/wfuyxoebcx"
"Alphonso Davies, el rayo que ilumina al Bayern. Lo fascinante de Alphonso Davies, convertido con Haaland en el jugador más sorprendente de la Bundesliga del año de la peste, es que surgió, futbolísticamente, de la nada. @diegotorresro traza su perfil. 
https://t.co/dnEnq0Ka86",No,"alphonso davies , rayo iluminar bayern . fascinante alphonso davies , convertido haaland jugador sorprendente bundesliga año peste , surgir , futbolísticamente , . @diegotorresro trazar perfil . 
 https://t.co/dnenq0ka86"
El sistema de transporte municipal de Quito trabajará al 75% de su aforo por disposición del COE nacional. #ATENCIÓN | Más pasajeros en transporte público de #Quito. ¿Buses interprovinciales? » ,Clickbait,sistema transporte municipal quito trabajar 75% aforo disposición coe nacional . # atención | pasajero transporte público # quito . ¿ buses interprovincial ? »
"El 'extraño' pacto entre el PP y el PSOE en Torrejón de Velasco
https://t.co/MBBeMKwahk",Clickbait,"' extraño ' pacto pp psoe torrejón velasco 
 https://t.co/mbbemkwahk"
"Protesta por la construcción de un cementerio para fallecidos por covid-19. #Mundo | Polémica por construcción de cementerio para fallecidos por #covid19, en un sector considerado como uno de los pulmones de La Paz »",No,"protestar construcción cementerio fallecido covid-19 . # mundo | polémica construcción cementerio fallecido # covid19 , sector considerado pulmón paz »"
