ID,Pregunta,Transcripcion,Estres
ID44,Pregunta11,"No me agrada tener muchos pendientes o entregas, porque necesito un espacio para relajarme y desconectarme. Cuando tengo que quitar tiempo personal por lo académico, me estreso y me enojo.",si
ID45,Pregunta2,"En los últimos días me he sentido algo estresado debido a la carga de trabajo que tengo actualmente. Sin embargo, trato de remediarlo haciendo cosas que me gustan o haciendo ejercicio para liberar tensión.",si
ID45,Pregunta3,Últimamente me ha hecho sentir mal no poder concentrarme como quisiera. A veces siento que no puedo avanzar como debería y eso me frustra.,si
ID45,Pregunta4,Algo que me ha hecho pensar mucho últimamente fue el proceso de cambiarme de escuela. Empezar de nuevo en un lugar distinto me hizo reflexionar sobre mi futuro y los pasos que debo tomar.,no
ID45,Pregunta5,"Lo más difícil este mes ha sido la sobrecarga de trabajo. Aun así, ha sido satisfactorio porque me ha permitido aplicar y desarrollar más mis conocimientos en lo que hago.",no
ID45,Pregunta9,"Cuando estoy bajo presión, suelo sentirme más cansado físicamente y emocionalmente más ansioso. Sin embargo, todo lo mantengo bajo control.",no
ID45,Pregunta10,"Sé que necesito una pausa cuando me bloqueo, cuando ya no sé cómo avanzar con lo que estoy haciendo. En ese momento, tomo un descanso.",no
ID45,Pregunta11,"Tener poco tiempo para hacer todo lo que debo me estresa bastante. Aun así, trato de hacer lo más posible sin sobreexigirme ni desgastarme demasiado.",no
ID46,Pregunta8,"Rara vez el estrés me consume por completo, pero cuando lo hace, tomo descansos entre lapsos para despejarme. Tomo agua y continúo con mis actividades de forma más ordenada.",no
ID46,Pregunta10,"Sé que necesito descansar cuando ya no hago bien las cosas, solo las hago por hacer. También lo noto cuando me duele la cabeza o tengo otros síntomas físicos.",si
ID47,Pregunta1,"En general, diría que mi experiencia académica ha sido bastante positiva. He aprendido mucho y me siento orgulloso de lo que he logrado a lo largo de los años. Aunque también ha habido momentos de estrés y presión que me han hecho dudar de mí mismo, siento que en términos generales he crecido mucho.",no
ID47,Pregunta2,"En los últimos días me he sentido un poco abrumado por distintas responsabilidades, pero también tranquilo al ver que estoy avanzando poco a poco. Es una mezcla de cansancio y satisfacción por el esfuerzo que estoy haciendo.",no
ID47,Pregunta3,"Algo que me hizo sentir bien recientemente fue terminar un proyecto importante al que le dediqué bastante tiempo. Recibí buenos comentarios. Sin embargo, me sentí un poco mal por no haber podido estar presente en algunos momentos con mi familia por enfocarme tanto en la escuela.",no
ID47,Pregunta8,"Cuando estoy bajo mucha presión intento tomarme un momento para respirar, escuchar música, salir a caminar, ver una película o hablar con alguien cercano para desahogarme.",no
ID48,Pregunta1,"Últimamente me he sentido un poco atareado con las entregas de proyectos y prácticas, pero también nervioso y emocionado por la presentación del trabajo terminal.",si
ID48,Pregunta3,"He estado pensando mucho en el documento técnico de mi trabajo terminal, la presentación y las fechas de inicio y exposición del mismo.",si
ID48,Pregunta8,"Cuando estoy bajo mucha presión, trato de mantener la calma organizando mis tiempos y priorizando lo más urgente. A veces me tomo unos minutos para despejarme y luego vuelvo con más claridad. No siempre es fácil, pero poco a poco he aprendido a manejarlo.",no
ID48,Pregunta10,"Sé que necesito una pausa cuando me siento muy saturado, no me concentro bien o noto que estoy repitiendo los mismos comportamientos como morderme las uñas o lápices.",si
ID50,Pregunta4,"Últimamente he estado pensando mucho en que estoy a punto de terminar la carrera. Es una etapa importante, y siento que esto marcará el inicio de una buena vida profesional. Eso ha estado presente constantemente en mi mente.",no
ID50,Pregunta5,"Lo más difícil que he vivido este mes fue un incidente en la línea B del metro, que afectó directamente mi forma de transportarme y complicó mucho mi rutina diaria.",no
ID50,Pregunta9,"Cuando estoy bajo presión, suelo bajar de peso. También presento señales físicas como temblores o sentirme muy agotado, dependiendo del nivel de estrés que tenga.",si
ID50,Pregunta11,"Tener muchas cosas por hacer y poco tiempo sí me afecta, aunque ya me acostumbré dentro de la escuela. Pero cuando se combinan responsabilidades escolares, laborales y personales, el estrés es mayor y me cuesta organizarme.",si
ID52,Pregunta1,"Describiría mis emociones como una mezcla de felicidad, tristeza, empatía y amor por la carrera. Me gusta mucho lo que estudio. Ha habido algunas decepciones con ciertos profesores, pero en general me siento cómodo y satisfecho con lo que estoy aprendiendo.",no
ID52,Pregunta4,"Últimamente he pensado mucho en la calificación final de una materia, ya que un proyecto no se realizó correctamente por parte de algunos compañeros. Esto afectó a quienes sí trabajamos, y me frustra que tenga que pagar por errores ajenos.",si
ID52,Pregunta8,"Cuando estoy bajo presión canalizo esa energía haciendo ejercicio, leyendo, saliendo a caminar o conviviendo con mis perros. Me ayuda a liberarme un poco y retomar con más claridad.",no
ID52,Pregunta9,"Cuando estoy muy presionado, me duele el hombro izquierdo, no sé por qué. También me pongo de mal humor por el estrés, aunque fuera de eso no noto otros síntomas.",si
ID52,Pregunta10,Sé que necesito una pausa cuando ya no estoy entendiendo el tema o cuando dejo de disfrutar el estudio. En ese momento decido tomar un descanso y volver más tarde con mejor disposición.,si
ID52,Pregunta11,"Es frustrante no tener tiempo para mí, ya que quisiera hacer más cosas y practicar más actividades. Aun así, creo que he sabido sobrellevarlo hasta cierto punto.",si
ID53,Pregunta2,"Últimamente me he sentido bien, aunque un poco estresado porque se me juntan las tareas, pero reconozco que es por mi mala organización.",si
ID53,Pregunta5,"Lo más difícil este mes fue un examen de algoritmos, ya que se me apagó la computadora dos veces y no pude terminarlo bien.",si
ID53,Pregunta7,"Cuando tengo muchas entregas trato de hacerlas, pero si veo que de plano no puedo, dejo de preocuparme por lo que ya no puedo resolver.",si
ID53,Pregunta8,"Cuando estoy muy presionado porque tengo muchas cosas que hacer, intento hacerlas; si no puedo, me duermo para bajar el estrés.",si
ID53,Pregunta9,"No me he fijado mucho, pero creo que me frustro fácilmente cuando estoy bajo presión.",si
ID53,Pregunta10,Siento que necesito una pausa cuando empiezo a procrastinar mientras hago tareas. Me dan ganas de hacer otras cosas aunque sé que debo concentrarme.,no
ID53,Pregunta11,"Sí me estreso bastante, sobre todo porque no manejo bien mis tiempos. A veces duermo poco por eso y termino agotado.",si
ID55,Pregunta4,Algo que me ha hecho pensar mucho últimamente es la incertidumbre sobre si aprobarán mi protocolo para el trabajo terminal.,no
ID55,Pregunta8,"La principal forma en que manejo la presión es organizando bien todo lo que tengo que hacer, estableciendo tiempos para cada actividad y buscando momentos para respirar y tranquilizarme. Si yo me siento bien, puedo hacer mejor las actividades.",no
ID56,Pregunta1,"Cuando se acercan etapas de exámenes o exposiciones, me siento algo estresado, especialmente si debo presentar frente al grupo.",si
ID56,Pregunta5,"Lo más difícil fue quedarme sin dinero, pero lo satisfactorio fue que al poco tiempo recuperé estabilidad económica y pude seguir adelante.",si
ID56,Pregunta7,"Suelen ser semanas con algo de estrés, ya que a veces se juntan varios exámenes, exposiciones o entregas, pero si uno se organiza, todo sale bien.",no
ID56,Pregunta8,"Cuando estoy bajo mucha presión, suelo rendir un poco mejor, ya que esa presión me motiva y me da más enfoque para trabajar.",no
ID56,Pregunta9,"Cuando estoy bajo mucha presión, a veces me enfermo de gripa o garganta, y en casos de estrés extremo, me duele la cabeza.",si
ID58,Pregunta7,"Las semanas con muchas entregas o exámenes son retadoras y a veces me generan algo de estrés, pero intento organizarme y darme descansos para no acumular tensión.",si
ID58,Pregunta9,"Cuando estoy bajo mucha presión, experimento emociones como ansiedad, frustración, insomnio o falta de concentración. También he sentido malestar físico y disminución del rendimiento académico.",si
ID58,Pregunta11,"Cuando tengo muchas actividades y poco tiempo para mí, me siento frustrado y triste porque hay cosas fuera de la escuela que me gustaría hacer, pero no puedo.",si
ID59,Pregunta9,"Cuando estoy bajo mucha presión me vuelvo hiperactivo y nervioso, evito hablar con personas y mi sentido del humor se ve afectado.",si
